Student_ID,Age,Gender,Academic_Level,Country,Avg_Daily_Usage_Hours,Most_Used_Platform,Affects_Academic_Performance,Sleep_Hours_Per_Night,Mental_Health_Score,Relationship_Status,Conflicts_Over_Social_Media,Addicted_Score
459,20,1,0,10,3.2,0,0,8.8,7,1,2,5
460,22,0,1,4,4.0,2,1,8.2,6,0,3,7
461,19,1,0,11,3.8,0,1,8.1,6,0,3,7
462,21,0,1,18,2.6,4,0,9.2,8,1,2,4
463,20,1,0,25,3.5,2,1,8.4,7,0,3,6
464,22,0,1,1,7.2,10,1,5.1,5,1,4,8
465,19,1,0,21,2.5,0,0,9.3,8,0,2,4
466,21,0,1,35,4.1,0,1,8.1,6,0,3,7
467,20,1,0,2,8.2,2,1,4.1,5,1,4,9
468,22,0,1,13,7.0,10,1,5.2,6,0,3,7
469,19,1,0,10,3.1,0,0,8.9,7,1,2,5
470,21,0,1,4,3.9,0,1,8.3,6,0,3,7
471,20,1,0,11,3.7,2,1,8.2,6,0,3,7
472,22,0,1,18,2.5,4,0,9.3,8,1,2,4
473,19,1,0,25,3.4,0,1,8.5,7,0,3,6
474,21,0,1,1,7.3,10,1,5.0,5,1,4,8
475,20,1,0,21,2.4,0,0,9.4,8,0,2,4
476,22,0,1,35,4.0,2,1,8.2,6,0,3,7
477,19,1,0,2,8.3,0,1,4.0,5,1,4,9
478,21,0,1,13,7.1,10,1,5.1,6,0,3,7
479,20,1,0,10,3.0,0,0,9.0,7,1,2,5
480,22,0,1,4,3.8,2,1,8.4,6,0,3,7
481,19,1,0,11,3.6,0,1,8.3,6,0,3,7
482,21,0,1,18,2.4,4,0,9.4,8,1,2,4
483,20,1,0,25,3.3,2,1,8.6,7,0,3,6
484,22,0,1,1,7.4,10,1,4.9,5,1,4,8
485,19,1,0,21,2.3,0,0,9.5,8,0,2,4
486,21,0,1,35,3.9,0,1,8.3,6,0,3,7
487,20,1,0,2,8.4,2,1,3.9,5,1,4,9
488,22,0,1,13,7.2,10,1,5.0,6,0,3,7
489,19,1,0,10,2.9,0,0,9.1,7,1,2,5
490,21,0,1,4,3.7,0,1,8.5,6,0,3,7
491,20,1,0,11,3.5,2,1,8.4,6,0,3,7
492,22,0,1,18,2.3,4,0,9.5,8,1,2,4
493,19,1,0,25,3.2,0,1,8.7,7,0,3,6
494,21,0,1,1,7.5,10,1,4.8,5,1,4,8
495,20,1,0,21,2.2,0,0,9.6,8,0,2,4
496,22,0,1,35,3.8,2,1,8.4,6,0,3,7
497,19,1,0,2,8.5,0,1,3.8,5,1,4,9
498,21,0,1,13,7.3,10,1,4.9,6,0,3,7
499,20,1,0,10,2.8,0,0,9.2,7,1,2,5
500,22,0,1,4,3.6,2,1,8.6,6,0,3,7
501,19,1,0,7,6.2,10,1,6.3,6,0,3,7
502,21,0,1,15,4.5,11,0,7.8,7,1,2,5
503,20,1,0,19,3.8,0,0,8.2,8,0,2,4
504,22,0,1,26,4.7,0,1,7.5,7,1,3,6
505,19,1,0,27,5.1,2,1,7.0,6,0,3,7
506,21,0,1,28,5.5,10,1,6.8,6,0,3,7
507,20,1,0,37,6.5,0,1,6.5,5,1,4,8
508,22,0,1,60,4.2,4,0,7.9,7,0,2,5
509,19,1,0,1,6.8,10,1,6.0,5,1,4,8
510,21,0,1,4,4.8,0,1,7.4,7,0,3,6
511,20,1,0,7,6.1,0,1,6.4,6,0,3,7
512,22,0,1,15,4.4,11,0,7.9,7,1,2,5
513,19,1,0,19,3.7,2,0,8.3,8,0,2,4
514,21,0,1,26,4.6,0,1,7.6,7,1,3,6
515,20,1,0,27,5.2,2,1,6.9,6,0,3,7
516,22,0,1,28,5.6,10,1,6.7,6,0,3,7
517,19,1,0,37,6.6,0,1,6.4,5,1,4,8
518,21,0,1,60,4.1,4,0,8.0,7,0,2,5
519,20,1,0,1,6.9,10,1,5.9,5,1,4,8
520,22,0,1,4,4.7,2,1,7.5,7,0,3,6
521,19,1,0,7,6.0,10,1,6.5,6,0,3,7
522,21,0,1,15,4.3,11,0,8.0,7,1,2,5
523,20,1,0,19,3.6,0,0,8.4,8,0,2,4
524,22,0,1,26,4.5,4,1,7.7,7,1,3,6
525,19,1,0,27,5.3,2,1,6.8,6,0,3,7
526,21,0,1,28,5.7,10,1,6.6,6,0,3,7
527,20,1,0,37,6.7,0,1,6.3,5,1,4,8
528,22,0,1,60,4.0,4,0,8.1,7,0,2,5
529,19,1,0,1,7.0,10,1,5.8,5,1,4,8
530,21,0,1,4,4.6,0,1,7.6,7,0,3,6
531,20,1,0,7,5.9,2,1,6.6,6,0,3,7
532,22,0,1,15,4.2,11,0,8.1,7,1,2,5
533,19,1,0,19,3.5,0,0,8.5,8,0,2,4
534,21,0,1,26,4.4,4,1,7.8,7,1,3,6
535,20,1,0,27,5.4,2,1,6.7,6,0,3,7
536,22,0,1,28,5.8,10,1,6.5,6,0,3,7
537,19,1,0,37,6.8,0,1,6.2,5,1,4,8
538,21,0,1,60,3.9,4,0,8.2,7,0,2,5
539,20,1,0,1,7.1,10,1,5.7,5,1,4,8
540,22,0,1,4,4.5,2,1,7.7,7,0,3,6
541,19,1,0,7,5.8,10,1,6.7,6,0,3,7
542,21,0,1,15,4.1,11,0,8.2,7,1,2,5
543,20,1,0,19,3.4,0,0,8.6,8,0,2,4
544,22,0,1,26,4.3,0,1,7.9,7,1,3,6
545,19,1,0,27,5.5,2,1,6.6,6,0,3,7
546,21,0,1,28,5.9,10,1,6.4,6,0,3,7
547,20,1,0,37,6.9,0,1,6.1,5,1,4,8
548,22,0,1,60,3.8,4,0,8.3,7,0,2,5
549,19,1,0,1,7.2,10,1,5.6,5,1,4,8
550,21,0,1,4,4.4,0,1,7.8,7,0,3,6
551,20,1,0,7,5.7,2,1,6.8,6,0,3,7
552,22,0,1,15,4.0,11,0,8.3,7,1,2,5
553,19,1,0,19,3.3,0,0,8.7,8,0,2,4
554,21,0,1,26,4.2,4,1,8.0,7,1,3,6
555,20,1,0,27,5.6,2,1,6.5,6,0,3,7
556,22,0,1,28,6.0,10,1,6.3,6,0,3,7
557,19,1,0,37,7.0,0,1,6.0,5,1,4,8
558,21,0,1,60,3.7,4,0,8.4,7,0,2,5
559,20,1,0,1,7.3,10,1,5.5,5,1,4,8
560,22,0,1,4,4.3,2,1,7.9,7,0,3,6
561,19,1,0,7,5.6,10,1,6.9,6,0,3,7
562,21,0,1,15,3.9,11,0,8.4,7,1,2,5
563,20,1,0,19,3.2,0,0,8.8,8,0,2,4
564,22,0,1,26,4.1,0,1,8.1,7,1,3,6
565,19,1,0,27,5.7,2,1,6.4,6,0,3,7
566,21,0,1,28,6.1,10,1,6.2,6,0,3,7
567,20,1,0,37,7.1,0,1,5.9,5,1,4,8
568,22,0,1,60,3.6,4,0,8.5,7,0,2,5
569,19,1,0,1,7.4,10,1,5.4,5,1,4,8
570,21,0,1,4,4.2,0,1,8.0,7,0,3,6
571,20,1,0,11,6.1,0,1,7.2,5,0,4,7
572,23,0,1,18,3.8,1,0,7.8,8,1,2,4
573,19,1,0,25,5.5,2,1,6.8,6,0,4,8
574,22,0,1,1,7.2,4,1,5.9,4,0,5,9
575,21,1,0,21,4.2,0,0,7.5,7,1,2,5
576,24,0,1,35,6.8,2,1,6.2,5,0,4,8
577,20,1,0,2,5.9,0,1,6.7,6,1,3,7
578,22,0,1,13,6.5,4,1,6.1,5,0,4,8
579,19,1,0,10,4.7,1,0,7.4,7,0,2,5
580,23,0,1,4,5.2,0,1,7.0,6,1,3,6
581,21,1,0,3,6.3,2,1,6.4,5,0,4,8
582,24,0,1,12,4.9,4,0,7.3,7,1,2,5
583,20,1,0,14,6.7,0,1,6.0,5,0,4,8
584,22,0,1,15,5.8,11,1,6.5,6,1,3,7
585,19,1,0,8,4.5,1,0,7.6,8,0,2,4
586,23,0,1,60,6.4,4,1,6.3,5,0,4,8
587,21,1,0,59,4.1,0,0,7.7,7,1,2,5
588,24,0,1,11,6.6,2,1,6.2,5,0,4,8
589,20,1,0,18,4.4,0,0,7.4,7,1,2,5
590,22,0,1,25,5.7,1,1,6.8,6,0,3,7
591,19,1,0,1,7.0,0,1,5.8,4,0,5,9
592,23,0,1,21,4.3,4,0,7.5,7,1,2,5
593,21,1,0,35,6.9,2,1,6.1,5,0,4,8
594,24,0,1,2,5.6,0,1,6.9,6,1,3,7
595,20,1,0,13,6.2,4,1,6.3,5,0,4,8
596,21,0,0,10,5.8,0,1,6.7,6,0,3,7
597,23,1,1,4,4.9,2,0,7.3,7,1,2,5
598,20,0,0,3,6.4,4,1,6.2,5,0,4,8
599,22,1,1,12,5.1,1,0,7.1,7,1,2,5
600,19,0,0,14,6.7,0,1,6.0,4,0,4,8
601,24,1,1,15,5.5,11,1,6.8,6,1,3,7
602,21,0,0,8,4.3,1,0,7.6,8,0,2,4
603,23,1,1,60,6.2,0,1,6.4,5,0,4,8
604,20,0,0,59,4.5,4,0,7.4,7,1,2,5
605,22,1,1,11,6.3,2,1,6.3,5,0,4,8
606,19,0,0,18,4.7,0,0,7.2,7,1,2,5
607,24,1,1,25,5.9,1,1,6.6,6,0,3,7
608,21,0,0,1,7.1,4,1,5.7,4,0,5,9
609,23,1,1,21,4.4,0,0,7.4,7,1,2,5
610,20,0,0,35,6.6,2,1,6.2,5,0,4,8
611,22,1,1,2,5.4,0,1,6.9,6,1,3,7
612,19,0,0,13,6.5,4,1,6.1,5,0,4,8
613,24,1,1,10,4.8,1,0,7.3,7,1,2,5
614,21,0,0,4,5.7,0,1,6.7,6,0,3,7
615,23,1,1,3,6.1,2,1,6.4,5,0,4,8
616,20,0,0,12,4.6,4,0,7.2,7,1,2,5
617,22,1,1,14,6.8,0,1,5.9,4,0,5,9
618,19,0,0,15,5.6,11,1,6.8,6,1,3,7
619,24,1,1,8,4.2,1,0,7.5,8,0,2,4
620,21,0,0,60,6.3,2,1,6.3,5,0,4,8
621,23,1,1,59,4.4,0,0,7.4,7,1,2,5
622,20,0,0,11,6.5,4,1,6.2,5,0,4,8
623,22,1,1,18,4.6,1,0,7.3,7,1,2,5
624,19,0,0,25,5.8,0,1,6.6,6,0,3,7
625,24,1,1,1,7.0,2,1,5.8,4,0,5,9
626,21,0,0,21,4.5,4,0,7.3,7,1,2,5
627,23,1,1,35,6.7,0,1,6.1,5,0,4,8
628,20,0,0,2,5.5,1,1,6.8,6,1,3,7
629,22,1,1,13,6.4,4,1,6.2,5,0,4,8
630,19,0,0,10,4.7,0,0,7.2,7,1,2,5
631,24,1,1,4,5.6,2,1,6.7,6,0,3,7
632,21,0,0,3,6.2,4,1,6.3,5,0,4,8
633,23,1,1,12,4.8,1,0,7.1,7,1,2,5
634,20,0,0,14,6.9,0,1,5.9,4,0,5,9
635,22,1,1,15,5.7,11,1,6.7,6,1,3,7
636,19,0,0,8,4.4,1,0,7.4,8,0,2,4
637,24,1,1,60,6.1,2,1,6.4,5,0,4,8
638,21,0,0,59,4.3,0,0,7.5,7,1,2,5
639,23,1,1,11,6.4,4,1,6.2,5,0,4,8
640,20,0,0,18,4.5,1,0,7.3,7,1,2,5
641,22,1,1,25,5.9,0,1,6.5,6,0,3,7
642,19,0,0,1,7.2,2,1,5.7,4,0,5,9
643,24,1,1,21,4.6,4,0,7.2,7,1,2,5
644,21,0,0,35,6.8,0,1,6.0,5,0,4,8
645,23,1,1,2,5.3,1,1,6.8,6,1,3,7
646,22,0,1,13,6.3,4,1,6.2,5,0,4,8
647,20,1,0,10,4.8,0,0,7.1,7,1,2,5
648,23,0,1,4,5.7,2,1,6.6,6,0,3,7
649,21,1,0,3,6.2,1,1,6.3,5,0,4,8
650,24,0,1,12,4.7,4,0,7.2,7,1,2,5
651,19,1,0,14,6.8,0,1,5.9,4,0,5,9
652,22,0,1,15,5.6,11,1,6.7,6,1,3,7
653,20,1,0,8,4.3,1,0,7.5,8,0,2,4
654,23,0,1,60,6.2,2,1,6.3,5,0,4,8
655,21,1,0,59,4.4,0,0,7.4,7,1,2,5
656,24,0,1,11,6.5,4,1,6.1,5,0,4,8
657,19,1,0,18,4.6,1,0,7.3,7,1,2,5
658,22,0,1,25,5.8,0,1,6.6,6,0,3,7
659,20,1,0,1,7.1,2,1,5.8,4,0,5,9
660,23,0,1,21,4.5,4,0,7.3,7,1,2,5
661,21,1,0,35,6.7,0,1,6.0,5,0,4,8
662,24,0,1,2,5.4,1,1,6.8,6,1,3,7
663,19,1,0,13,6.4,2,1,6.2,5,0,4,8
664,22,0,1,10,4.7,4,0,7.2,7,1,2,5
665,20,1,0,4,5.6,0,1,6.7,6,0,3,7
666,23,0,1,3,6.3,1,1,6.2,5,0,4,8
667,21,1,0,12,4.8,2,0,7.1,7,1,2,5
668,24,0,1,14,6.9,0,1,5.9,4,0,5,9
669,19,1,0,15,5.7,11,1,6.7,6,1,3,7
670,22,0,1,8,4.4,1,0,7.4,8,0,2,4
671,20,1,0,60,6.1,4,1,6.4,5,0,4,8
672,23,0,1,59,4.3,0,0,7.5,7,1,2,5
673,21,1,0,11,6.4,2,1,6.2,5,0,4,8
674,24,0,1,18,4.5,1,0,7.3,7,1,2,5
675,19,1,0,25,5.9,0,1,6.5,6,0,3,7
676,22,0,1,1,7.2,4,1,5.7,4,0,5,9
677,20,1,0,21,4.6,2,0,7.2,7,1,2,5
678,23,0,1,35,6.8,0,1,6.0,5,0,4,8
679,21,1,0,2,5.3,1,1,6.8,6,1,3,7
680,24,0,1,13,6.2,4,1,6.3,5,0,4,8
681,19,1,0,10,4.7,0,0,7.2,7,1,2,5
682,22,0,1,4,5.8,2,1,6.6,6,0,3,7
683,20,1,0,3,6.1,1,1,6.4,5,0,4,8
684,23,0,1,12,4.8,4,0,7.1,7,1,2,5
685,21,1,0,14,6.7,0,1,6.0,4,0,5,9
686,24,0,1,15,5.5,11,1,6.8,6,1,3,7
687,19,1,0,8,4.2,1,0,7.5,8,0,2,4
688,22,0,1,60,6.3,2,1,6.2,5,0,4,8
689,20,1,0,59,4.4,0,0,7.4,7,1,2,5
690,23,0,1,11,6.5,4,1,6.1,5,0,4,8
691,21,1,0,18,4.6,1,0,7.3,7,1,2,5
692,24,0,1,25,5.9,0,1,6.5,6,0,3,7
693,19,1,0,1,7.0,2,1,5.8,4,0,5,9
694,22,0,1,21,4.5,4,0,7.3,7,1,2,5
695,20,1,0,35,6.6,0,1,6.1,5,0,4,8
696,23,0,1,2,5.5,1,1,6.7,6,1,3,7
697,21,1,0,13,6.3,2,1,6.2,5,0,4,8
698,24,0,1,10,4.8,4,0,7.1,7,1,2,5
699,19,1,0,4,5.7,0,1,6.6,6,0,3,7
700,22,0,1,3,6.2,1,1,6.3,5,0,4,8
701,20,1,0,12,4.7,2,0,7.2,7,1,2,5
702,23,0,1,14,6.8,0,1,5.9,4,0,5,9
703,21,1,0,15,5.6,11,1,6.7,6,1,3,7
704,24,0,1,8,4.3,1,0,7.5,8,0,2,4
705,19,1,0,60,6.2,4,1,6.3,5,0,4,8
